filename	cm-score
Barack_Obama_1	-0.027888450771570206
Barack_Obama_2	-8.930747985839844
Barack_Obama_3	-10.3812894821167
Barack_Obama_4	-8.837935447692871
Barack_Obama_5	-0.93751060962677
Barack_Obama_6	-10.633662223815918
Barack_Obama_7	-5.84635066986084
Barack_Obama_8	-10.749795913696289
Barack_Obama_9	-10.791513442993164
Barack_Obama_10	-10.357932090759277
Barack_Obama_11	-8.451690673828125
Barack_Obama_12	-9.405204772949219
Barack_Obama_13	-10.511873245239258
Barack_Obama_14	-0.027229631319642067
Barack_Obama_15	-8.572549819946289
Barack_Obama_16	-10.756866455078125
Barack_Obama_17	-9.48860906646587e-05
Barack_Obama_18	-0.009926242753863335
Barack_Obama_19	-10.598320007324219
Barack_Obama_20	-0.0016512343427166343
Barack_Obama_21	-11.039613723754883
Barack_Obama_22	-0.00212027202360332
Barack_Obama_23	-8.44912052154541
Barack_Obama_24	-7.924807071685791
Barack_Obama_25	-10.900296211242676
Barack_Obama_26	-9.836187362670898
Barack_Obama_27	-10.667783737182617
Barack_Obama_28	-8.437051773071289
Barack_Obama_29	-10.305700302124023
Barack_Obama_30	-11.289807319641113
Barack_Obama_31	-9.168869018554688
Barack_Obama_32	-10.65227222442627
Barack_Obama_33	-0.002657931065186858
Barack_Obama_34	-10.14096450805664
Barack_Obama_35	-9.45875358581543
Barack_Obama_36	-0.0012678211787715554
Barack_Obama_37	-2.626507043838501
Barack_Obama_38	-11.226642608642578
Barack_Obama_39	-0.0010546842822805047
Barack_Obama_40	-11.068933486938477
Barack_Obama_41	-0.001388062839396298
Barack_Obama_42	-8.481656074523926
Barack_Obama_43	-7.833468914031982
Barack_Obama_44	-7.541114330291748
Barack_Obama_45	-0.05346613749861717
Barack_Obama_46	-0.001581966644152999
Barack_Obama_47	-2.809359073638916
Barack_Obama_48	-0.6839829087257385
Barack_Obama_49	-9.971043586730957
Barack_Obama_50	-0.1233379915356636
Barack_Obama_51	-9.318097114562988
Barack_Obama_52	-9.847793579101562
Barack_Obama_53	-0.16460365056991577
Barack_Obama_54	-0.00020287363440729678
Barack_Obama_55	-5.747959613800049
Barack_Obama_56	-8.42607307434082
Barack_Obama_57	-9.813036918640137
Barack_Obama_58	-0.00015424491721205413
Barack_Obama_59	-9.3965482711792
Barack_Obama_60	-7.170655727386475
Barack_Obama_61	-0.00015793983766343445
Barack_Obama_62	-9.465459823608398
Barack_Obama_63	-4.76603889465332
Barack_Obama_64	-0.0023916945792734623
Barack_Obama_65	-9.908856391906738
Barack_Obama_66	-10.483107566833496
Barack_Obama_67	-9.242147445678711
Barack_Obama_68	-11.39273452758789
Barack_Obama_69	-0.012680497020483017
Barack_Obama_70	-2.325789451599121
Barack_Obama_71	-10.422454833984375
Barack_Obama_72	-0.00010334911348763853
Barack_Obama_73	-9.62584400177002
Barack_Obama_74	-10.943868637084961
Barack_Obama_75	-10.608024597167969
Barack_Obama_76	-11.21653938293457
Barack_Obama_77	-6.2272210121154785
Barack_Obama_78	-0.9509741067886353
Barack_Obama_79	-9.250164031982422
Barack_Obama_80	-10.644814491271973
Barack_Obama_81	-9.367127418518066
Barack_Obama_82	-0.0011866202112287283
Barack_Obama_83	-6.305972783593461e-05
Barack_Obama_84	-0.0002649671514518559
Barack_Obama_85	-10.525430679321289
Barack_Obama_86	-7.911553859710693
Barack_Obama_87	-8.464877128601074
Barack_Obama_88	-0.10435465723276138
Barack_Obama_89	-7.110524654388428
Barack_Obama_90	-0.0027598170563578606
Barack_Obama_91	-11.41795825958252
Barack_Obama_92	-0.0012205539969727397
Barack_Obama_93	-9.007568359375
Barack_Obama_94	-10.307452201843262
Barack_Obama_95	-0.15320371091365814
Barack_Obama_96	-0.4282223880290985
Barack_Obama_97	-10.496213912963867
Barack_Obama_98	-9.356158256530762
Barack_Obama_99	-2.7524526119232178
Barack_Obama_100	-10.526910781860352
Barack_Obama_101	-10.161615371704102
Barack_Obama_102	-10.715737342834473
Barack_Obama_103	-0.000825898430775851
Barack_Obama_104	-9.726824760437012
Barack_Obama_105	-0.00023409964342135936
Barack_Obama_106	-10.565787315368652
Barack_Obama_107	-1.2440094947814941
Barack_Obama_108	-8.9968843460083
Barack_Obama_109	-0.002480051713064313
Barack_Obama_110	-0.00020585325546562672
Barack_Obama_111	-10.801651954650879
Barack_Obama_112	-0.002136806957423687
Barack_Obama_113	-7.1074042320251465
Barack_Obama_114	-1.5308257341384888
Barack_Obama_115	-8.83763313293457
Barack_Obama_116	-9.685820579528809
Barack_Obama_117	-9.936371803283691
Barack_Obama_118	-8.982828140258789
Barack_Obama_119	-10.349274635314941
Barack_Obama_120	-9.89058780670166
Barack_Obama_121	-8.645404815673828
Barack_Obama_122	-0.000759074988309294
Barack_Obama_123	-8.1845121383667
Barack_Obama_124	-5.973410129547119
Barack_Obama_125	-9.305420875549316
Barack_Obama_126	-0.034385498613119125
