filename	cm-score
Barack_Obama_1	5.330745220184326
Barack_Obama_2	1.7696938514709473
Barack_Obama_3	2.0532515048980713
Barack_Obama_4	2.2958133220672607
Barack_Obama_5	3.0329644680023193
Barack_Obama_6	-0.8926840424537659
Barack_Obama_7	3.4276421070098877
Barack_Obama_8	1.2247734069824219
Barack_Obama_9	-2.279503107070923
Barack_Obama_10	0.7498937845230103
Barack_Obama_11	1.1960656642913818
Barack_Obama_12	2.6270105838775635
Barack_Obama_13	1.321218729019165
Barack_Obama_14	2.405757188796997
Barack_Obama_15	0.65925532579422
Barack_Obama_16	0.09581082314252853
Barack_Obama_17	4.831136226654053
Barack_Obama_18	3.1588475704193115
Barack_Obama_19	-0.2030465006828308
Barack_Obama_20	-2.0992813110351562
Barack_Obama_21	1.1147410869598389
Barack_Obama_22	2.8307600021362305
Barack_Obama_23	2.1614487171173096
Barack_Obama_24	1.311476469039917
Barack_Obama_25	0.15871715545654297
Barack_Obama_26	0.6766055226325989
Barack_Obama_27	-0.14722877740859985
Barack_Obama_28	1.2086880207061768
Barack_Obama_29	-1.6672372817993164
Barack_Obama_30	-0.7817193865776062
Barack_Obama_31	1.751525640487671
Barack_Obama_32	-0.9562297463417053
Barack_Obama_33	2.5694384574890137
Barack_Obama_34	0.12296471744775772
Barack_Obama_35	2.76562237739563
Barack_Obama_36	4.685679912567139
Barack_Obama_37	4.491357326507568
Barack_Obama_38	-0.6981253623962402
Barack_Obama_39	0.37223324179649353
Barack_Obama_40	2.0975289344787598
Barack_Obama_41	3.9618465900421143
Barack_Obama_42	2.5731005668640137
Barack_Obama_43	4.577205181121826
Barack_Obama_44	1.889209270477295
Barack_Obama_45	3.017693281173706
Barack_Obama_46	2.642888069152832
Barack_Obama_47	4.231295585632324
Barack_Obama_48	0.9313580393791199
Barack_Obama_49	1.1695210933685303
Barack_Obama_50	-0.16114360094070435
Barack_Obama_51	0.24191400408744812
Barack_Obama_52	2.4781622886657715
Barack_Obama_53	2.536444902420044
Barack_Obama_54	1.7793798446655273
Barack_Obama_55	2.3280892372131348
Barack_Obama_56	1.9889004230499268
Barack_Obama_57	-0.3369799256324768
Barack_Obama_58	4.3410844802856445
Barack_Obama_59	3.4584462642669678
Barack_Obama_60	3.1296756267547607
Barack_Obama_61	2.682199239730835
Barack_Obama_62	0.34469184279441833
Barack_Obama_63	1.076858639717102
Barack_Obama_64	1.8034870624542236
Barack_Obama_65	3.477952003479004
Barack_Obama_66	1.3441431522369385
Barack_Obama_67	2.899346113204956
Barack_Obama_68	-1.9371168613433838
Barack_Obama_69	4.277007579803467
Barack_Obama_70	2.238820791244507
Barack_Obama_71	2.0694375038146973
Barack_Obama_72	2.7918198108673096
Barack_Obama_73	-2.557673931121826
Barack_Obama_74	0.09728129208087921
Barack_Obama_75	0.95152747631073
Barack_Obama_76	0.623483419418335
Barack_Obama_77	1.9365160465240479
Barack_Obama_78	2.866459846496582
Barack_Obama_79	2.4317855834960938
Barack_Obama_80	1.665492057800293
Barack_Obama_81	1.771855354309082
Barack_Obama_82	3.2610366344451904
Barack_Obama_83	4.874596118927002
Barack_Obama_84	3.502432107925415
Barack_Obama_85	0.8289835453033447
Barack_Obama_86	2.40248966217041
Barack_Obama_87	1.326664924621582
Barack_Obama_88	4.4944167137146
Barack_Obama_89	1.9412140846252441
Barack_Obama_90	4.541776180267334
Barack_Obama_91	0.30113762617111206
Barack_Obama_92	4.252293109893799
Barack_Obama_93	0.9624906778335571
Barack_Obama_94	-2.265502691268921
Barack_Obama_95	1.0841550827026367
Barack_Obama_96	3.7309954166412354
Barack_Obama_97	-2.179633855819702
Barack_Obama_98	1.5389962196350098
Barack_Obama_99	3.8312230110168457
Barack_Obama_100	1.0887658596038818
Barack_Obama_101	-0.5978303551673889
Barack_Obama_102	-1.6147034168243408
Barack_Obama_103	2.411479949951172
Barack_Obama_104	0.7345983386039734
Barack_Obama_105	3.4324898719787598
Barack_Obama_106	0.687839150428772
Barack_Obama_107	1.9345402717590332
Barack_Obama_108	-1.5629045963287354
Barack_Obama_109	0.6441038250923157
Barack_Obama_110	2.7892513275146484
Barack_Obama_111	2.141021966934204
Barack_Obama_112	3.679389238357544
Barack_Obama_113	2.5680296421051025
Barack_Obama_114	1.7544045448303223
Barack_Obama_115	2.3172128200531006
Barack_Obama_116	0.7741482853889465
Barack_Obama_117	1.7682640552520752
Barack_Obama_118	2.6392366886138916
Barack_Obama_119	-0.7653948664665222
Barack_Obama_120	0.22947701811790466
Barack_Obama_121	1.0211148262023926
Barack_Obama_122	3.3138010501861572
Barack_Obama_123	-1.3081269264221191
Barack_Obama_124	-0.06283095479011536
Barack_Obama_125	1.013927936553955
Barack_Obama_126	2.083224058151245
